File,ML algorithm,accuracy,Precision,Recall,F1-score,Time
Infiltration,Naive Bayes,0.875,0.9117647058823529,0.85,0.8633776091081593,0.010619401931762695
Infiltration,Naive Bayes,0.875,0.9117647058823529,0.85,0.8633776091081593,0.010686874389648438
Infiltration,Naive Bayes,0.875,0.9117647058823529,0.85,0.8633776091081593,0.011212825775146484
Infiltration,Naive Bayes,0.875,0.9117647058823529,0.85,0.8633776091081593,0.010789155960083008
Infiltration,Naive Bayes,0.875,0.9117647058823529,0.85,0.8633776091081593,0.011168718338012695
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.03697991371154785
Infiltration,Random Forest,0.8333333333333334,0.8888888888888888,0.8,0.8125,0.03001880645751953
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.034555673599243164
Infiltration,Random Forest,0.8333333333333334,0.8888888888888888,0.8,0.8125,0.028101444244384766
Infiltration,Random Forest,0.8333333333333334,0.8888888888888888,0.8,0.8125,0.03709912300109863
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.03167223930358887
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.02711009979248047
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.04153776168823242
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.033864498138427734
Infiltration,Random Forest,0.875,0.9117647058823529,0.85,0.8633776091081593,0.03288769721984863
Infiltration,SVM,0.6666666666666666,0.7,0.6142857142857143,0.5966386554621849,0.018402814865112305
Infiltration,SVM,0.5833333333333334,0.2916666666666667,0.5,0.3684210526315789,0.01619243621826172
Infiltration,SVM,0.6666666666666666,0.8181818181818181,0.6,0.5555555555555556,0.020137548446655273
Infiltration,SVM,0.6666666666666666,0.7777777777777778,0.7142857142857143,0.6571428571428571,0.016612768173217773
Infiltration,SVM,0.5833333333333334,0.2916666666666667,0.5,0.3684210526315789,0.015367507934570312
Infiltration,SVM,0.625,0.6157894736842104,0.5785714285714285,0.5636363636363637,0.014993906021118164
Infiltration,SVM,0.6666666666666666,0.8181818181818181,0.6,0.5555555555555556,0.015445470809936523
Infiltration,SVM,0.6666666666666666,0.7,0.6142857142857143,0.5966386554621849,0.01521754264831543
Infiltration,SVM,0.6666666666666666,0.6666666666666666,0.6285714285714286,0.625,0.015392541885375977
Infiltration,SVM,0.6666666666666666,0.6666666666666666,0.6285714285714286,0.625,0.014702558517456055
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.018158912658691406
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.023505449295043945
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.021117448806762695
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.021933794021606445
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.017670631408691406
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.02790236473083496
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.019265174865722656
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.01729130744934082
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.01758122444152832
Infiltration,Nearest Neighbors,0.9583333333333334,0.9666666666666667,0.95,0.956442831215971,0.019550085067749023
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.023685216903686523
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.026711463928222656
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.025728464126586914
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.026244401931762695
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.023449420928955078
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.023722410202026367
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.023665189743041992
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.025226831436157227
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.021550893783569336
Bot,Naive Bayes,0.543859649122807,0.694813351363422,0.6756560622839692,0.5429339334437163,0.029042959213256836
Bot,Random Forest,0.950419527078566,0.93426487899176,0.9498095573676969,0.9414963987485729,0.0830843448638916
Bot,Random Forest,0.9572845156369184,0.9415850903614458,0.9591848719755697,0.9497026664108958,0.07578110694885254
Bot,Random Forest,0.9649122807017544,0.9475841618698762,0.9736064968623108,0.959078398801381,0.08704662322998047
Bot,Random Forest,0.950419527078566,0.932321848394543,0.9535638779824827,0.9419008574932997,0.08076786994934082
Bot,Random Forest,0.9641495041952708,0.9465393448248555,0.9730653713211852,0.9582168395284416,0.09211945533752441
Bot,Random Forest,0.9481311975591151,0.9291820475368477,0.951940501359106,0.9393435484309937,0.09645676612854004
Bot,Random Forest,0.9519450800915332,0.93561872909699,0.9523935366958622,0.9433759694944747,0.07653069496154785
Bot,Random Forest,0.9534706331045004,0.936974914052428,0.9549775160240277,0.9452499799747648,0.07479977607727051
Bot,Random Forest,0.9557589626239512,0.9398222353700516,0.9573517567703614,0.9479063330684279,0.07248139381408691
Bot,Random Forest,0.938977879481312,0.9223980050690868,0.9334331688982852,0.9276370259976817,0.07677078247070312
Bot,SVM,0.6209000762776506,0.3434968128202073,0.44122705459914763,0.38495266557608854,0.43081045150756836
Bot,SVM,0.36765827612509533,0.318415570415046,0.29085707574079667,0.3020312539134824,0.4186441898345947
Bot,SVM,0.4797864225781846,0.5721766848816029,0.5731358434846807,0.47976190476190483,0.4007444381713867
Bot,SVM,0.3501144164759725,0.3238129618618874,0.2911758783851807,0.30175983436853004,0.27059507369995117
Bot,SVM,0.4271548436308162,0.4328815525297085,0.41941424208866074,0.4055376667727314,0.2812011241912842
Bot,SVM,0.3501144164759725,0.544755877034358,0.518687707641196,0.32329334787350056,0.2644023895263672
Bot,SVM,0.467581998474447,0.4585991493886231,0.4503464881371858,0.4387787394389002,0.27480268478393555
Bot,SVM,0.4843630816170862,0.34642771605961786,0.36013372931977583,0.3528478794251665,0.27855920791625977
Bot,SVM,0.5453852021357742,0.3365071002057304,0.3906590825195476,0.36043336476504795,0.28354358673095703
Bot,SVM,0.4645308924485126,0.4955155081233027,0.4947355615960267,0.4554823212003597,0.2672710418701172
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.16558313369750977
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.1734468936920166
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.16601347923278809
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.16254901885986328
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.15414977073669434
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.14549589157104492
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.21605467796325684
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.15317010879516602
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.15422439575195312
Bot,Nearest Neighbors,0.9626239511823036,0.946701138367805,0.9674779355011913,0.9561420217723022,0.14831042289733887
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.04195284843444824
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.018681049346923828
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.014672994613647461
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.015837669372558594
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.015081167221069336
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.015087127685546875
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.017210006713867188
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.01606273651123047
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.021065711975097656
Web Attack,Naive Bayes,0.5130674002751031,0.6958762886597938,0.6452905811623246,0.5066367609845871,0.020524978637695312
Web Attack,Random Forest,0.9580467675378267,0.9656052222131234,0.9372824596561544,0.9498108584508218,0.06159472465515137
Web Attack,Random Forest,0.9573590096286108,0.9622123721654068,0.9385679253243329,0.9492236080820462,0.11441302299499512
Web Attack,Random Forest,0.9607977991746905,0.9705574974402429,0.9392864676721865,0.9529761408298708,0.10336184501647949
Web Attack,Random Forest,0.9566712517193948,0.9631642300774717,0.9362804556481383,0.948234209094192,0.08077168464660645
Web Attack,Random Forest,0.9614855570839065,0.9718104667609618,0.9397874696761945,0.9537699854651163,0.08419680595397949
Web Attack,Random Forest,0.9621733149931224,0.9722687097647378,0.9408839609042647,0.9546261008007526,0.40454530715942383
Web Attack,Random Forest,0.9594222833562586,0.9696366216270456,0.9370934852160462,0.9512604746004609,0.1017296314239502
Web Attack,Random Forest,0.9559834938101788,0.9626833940753201,0.9351839644200682,0.9473775879735711,0.11222505569458008
Web Attack,Random Forest,0.9580467675378267,0.9648601614750638,0.9378779488802166,0.9498775675356461,0.13122344017028809
Web Attack,Random Forest,0.9601100412654745,0.9655796094560545,0.9417629117884894,0.9524995043348173,0.09710144996643066
Web Attack,SVM,0.655433287482806,0.36797199278856235,0.4792413774918257,0.4015856312335343,0.8274049758911133
Web Attack,SVM,0.6038514442916093,0.6768524540951619,0.6864122982807721,0.6033824331696673,0.4712092876434326
Web Attack,SVM,0.7847317744154058,0.7622421194414566,0.7973337024927047,0.7686816334227393,0.48784422874450684
Web Attack,SVM,0.655433287482806,0.3381831085876508,0.4774549098196393,0.3959285417532198,0.4880716800689697
Web Attack,SVM,0.6299862448418156,0.682426494087568,0.7006864606405794,0.6280834878524224,1.0495216846466064
Web Attack,SVM,0.5646492434662999,0.3353895048727678,0.41430009141089197,0.3680409504289702,0.7947964668273926
Web Attack,SVM,0.5426409903713892,0.3333230120249314,0.39945900573075976,0.36113924694629834,0.9121222496032715
Web Attack,SVM,0.7916093535075653,0.7793062576458345,0.8225903561508983,0.7806502493663152,0.9373331069946289
Web Attack,SVM,0.8225584594222833,0.8027926003608827,0.845135446331259,0.8102726257525733,1.0137548446655273
Web Attack,SVM,0.686382393397524,0.343191196698762,0.5,0.4070146818923328,0.5793397426605225
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.34055471420288086
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.274094820022583
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.35848021507263184
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.2884538173675537
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.16997241973876953
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.16349339485168457
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.20258355140686035
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.17693591117858887
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.16862702369689941
Web Attack,Nearest Neighbors,0.9580467675378267,0.9530177619696617,0.9491922441373977,0.9510711832803281,0.1582930088043213
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.022919178009033203
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.02935004234313965
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.026319503784179688
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.022284746170043945
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.02287602424621582
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.030292272567749023
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.02562856674194336
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.021271467208862305
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.022250890731811523
DoS Slowhttptest,Naive Bayes,0.7370430987452264,0.8401271872654738,0.5724027175192548,0.548232211668262,0.025208234786987305
DoS Slowhttptest,Random Forest,0.9882705946535734,0.989280542532041,0.9830796169239566,0.9861059831494569,0.08676958084106445
DoS Slowhttptest,Random Forest,0.9929078014184397,0.9933831146287009,0.9899080987455016,0.9916223832032809,0.08703899383544922
DoS Slowhttptest,Random Forest,0.9874522640480087,0.9871641190099458,0.9832372700366596,0.9851705706229633,0.08934140205383301
DoS Slowhttptest,Random Forest,0.9879978177850518,0.9904064413893529,0.9813885245350285,0.9857427111970947,0.10988497734069824
DoS Slowhttptest,Random Forest,0.9738134206219312,0.979392935723983,0.959211986681465,0.9685309282775275,0.13882803916931152
DoS Slowhttptest,Random Forest,0.9923622476813966,0.9922335819676287,0.9897641089025662,0.9909870389954036,0.09180116653442383
DoS Slowhttptest,Random Forest,0.9740861974904528,0.980173133591236,0.9591594356438973,0.9688335913158235,0.09360384941101074
DoS Slowhttptest,Random Forest,0.9885433715220949,0.9899966877155473,0.9830270658863889,0.9864186963529156,0.09308075904846191
DoS Slowhttptest,Random Forest,0.9893617021276596,0.989809475735491,0.9851112400363233,0.9874176664327217,0.1043400764465332
DoS Slowhttptest,Random Forest,0.9934533551554828,0.9948023873768017,0.9898029966703663,0.9922550604778511,0.10282778739929199
DoS Slowhttptest,SVM,0.8581560283687943,0.8307854709108962,0.8417530605724279,0.8358269779356116,0.7704522609710693
DoS Slowhttptest,SVM,0.9058919803600655,0.8849416981091855,0.898565987286853,0.8912039563886804,0.7944948673248291
DoS Slowhttptest,SVM,0.9018003273322422,0.8796721053523445,0.8956178740793058,0.8868647716155871,0.7727997303009033
DoS Slowhttptest,SVM,0.9058919803600655,0.8849416981091855,0.898565987286853,0.8912039563886804,0.7735671997070312
DoS Slowhttptest,SVM,0.872885979268958,0.8456831744555531,0.8750336326640433,0.8569381428277134,0.9512085914611816
DoS Slowhttptest,SVM,0.9075286415711947,0.88708495534692,0.8997452325698718,0.8929468796782343,1.1408617496490479
DoS Slowhttptest,SVM,0.8685215493726132,0.8416702239982218,0.8791126442000471,0.8541715083267751,1.0447998046875
DoS Slowhttptest,SVM,0.6028368794326241,0.7033341397663648,0.7061146285272257,0.6028137094669066,1.1550652980804443
DoS Slowhttptest,SVM,0.8807965084560829,0.8542531295340283,0.8862133403961927,0.8662498982498983,0.8766131401062012
DoS Slowhttptest,SVM,0.8567921440261865,0.8282772683632951,0.8479940217939663,0.8365898895698646,0.7878725528717041
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.5182616710662842
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.4380149841308594
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.42046451568603516
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.5181727409362793
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.41991519927978516
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.4692349433898926
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.41687536239624023
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.4324824810028076
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.4406468868255615
DoS Slowhttptest,Nearest Neighbors,0.9942716857610474,0.9938689597935961,0.9926344465745132,0.9932487531818843,0.4849257469177246
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.029076099395751953
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.0309755802154541
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.026892900466918945
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.023212909698486328
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.026775360107421875
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.024050235748291016
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.02446460723876953
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.022809505462646484
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.02394413948059082
SSH-Patator,Naive Bayes,0.7293997965412004,0.7575965567943175,0.8075042377181345,0.7232099758648431,0.02459239959716797
SSH-Patator,Random Forest,0.9549847405900305,0.9357125729310899,0.9615564108250051,0.9471368851031404,0.10520744323730469
SSH-Patator,Random Forest,0.9519328585961343,0.9314644432651897,0.9596596169578884,0.9437334030506473,0.10913753509521484
SSH-Patator,Random Forest,0.953204476093591,0.9337352177333956,0.9592728038096241,0.9450335988174772,0.09263873100280762
SSH-Patator,Random Forest,0.9521871820956256,0.932127134404855,0.9590685915240627,0.9439417103475054,0.10211324691772461
SSH-Patator,Random Forest,0.9397253306205493,0.9154740156110537,0.9518156100873352,0.9302837661776571,0.10029983520507812
SSH-Patator,Random Forest,0.9519328585961343,0.9316757319274155,0.9591459541537155,0.9436821322018045,0.09161972999572754
SSH-Patator,Random Forest,0.9514242115971516,0.9316435407144195,0.9572460281963295,0.9429556217779651,0.10200119018554688
SSH-Patator,Random Forest,0.9547304170905392,0.9355964797605176,0.9608632792483986,0.9468014563365079,0.11807966232299805
SSH-Patator,Random Forest,0.9504069175991862,0.9293275330158282,0.9588396357253732,0.9420522500155877,0.13845562934875488
SSH-Patator,Random Forest,0.9526958290946084,0.9322790114836327,0.9607116860793621,0.9446391025889467,0.1663355827331543
SSH-Patator,SVM,0.745676500508647,0.7002980005697397,0.6127546232784465,0.6205387731783063,1.8279099464416504
SSH-Patator,SVM,0.7787385554425229,0.7491840280301819,0.6717851285848339,0.6892553443131886,2.929856061935425
SSH-Patator,SVM,0.7756866734486266,0.7340519263193925,0.6850413874408192,0.699689820178834,1.5283515453338623
SSH-Patator,SVM,0.7700915564598169,0.7755735949564238,0.8333940958845587,0.7609231917407129,1.5599677562713623
SSH-Patator,SVM,0.7085452695829094,0.3542726347914547,0.5,0.4147067579636797,1.5349488258361816
SSH-Patator,SVM,0.7728891149542217,0.729252098510049,0.6830672309440495,0.6970827418456658,1.1759486198425293
SSH-Patator,SVM,0.7688199389623601,0.7755558490561152,0.8332672462286501,0.7598725066668154,0.99654221534729
SSH-Patator,SVM,0.7713631739572736,0.741451950408225,0.6563072781008007,0.6724154116742903,1.0079572200775146
SSH-Patator,SVM,0.6968463886063072,0.35254760679361813,0.49174443646805455,0.41067146282973616,1.4164988994598389
SSH-Patator,SVM,0.7085452695829094,0.3542726347914547,0.5,0.4147067579636797,1.273923397064209
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.7841525077819824
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.780360221862793
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.6937704086303711
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.7302532196044922
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.5277581214904785
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.456390380859375
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.5141289234161377
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.47327399253845215
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.5131077766418457
SSH-Patator,Nearest Neighbors,0.9544760935910478,0.9378256146095696,0.9555471824342354,0.9460104515250597,0.45018696784973145
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.02249002456665039
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.025902271270751953
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.020456552505493164
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.02004551887512207
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.021703481674194336
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.021550655364990234
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.020949840545654297
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.020924091339111328
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.02176499366760254
DoS slowloris,Naive Bayes,0.416407867494824,0.6658697843630854,0.5852742330443644,0.39826197812124164,0.021417856216430664
DoS slowloris,Random Forest,0.9539337474120083,0.9501332001332001,0.9383315039549316,0.9439616555734767,0.10163617134094238
DoS slowloris,Random Forest,0.9531573498964804,0.9472173718086142,0.9395594179102364,0.9432720020485489,0.0943748950958252
DoS slowloris,Random Forest,0.9549689440993789,0.9502307042294242,0.9408452371607876,0.9453656139201254,0.09668707847595215
DoS slowloris,Random Forest,0.9531573498964804,0.9483546607387614,0.9382887183756664,0.9431227125865713,0.09480547904968262
DoS slowloris,Random Forest,0.9547101449275363,0.949797940029218,0.9406615486964232,0.9450660819613732,0.08557534217834473
DoS slowloris,Random Forest,0.9549689440993789,0.9504630969609262,0.9405910972538736,0.9453368122506629,0.08993005752563477
